STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES
CHATTISGARH,Jagdalpur,2020,0,0,35,0,0,0,4,4,3,20,10,16,0
CHATTISGARH,Janjgir,2020,0,0,35,0,0,105,109,0,5,102,13,33,0
CHATTISGARH,Jashpur,2020,0,0,54,0,0,45,57,4,0,30,11,15,0
CHATTISGARH,Kabirdham,2020,0,0,25,0,0,44,49,1,0,51,4,22,0
CHATTISGARH,Kanker,2020,0,0,42,0,0,30,30,0,2,30,6,10,0
CHATTISGARH,Kondagaon,2020,0,0,10,0,0,0,3,0,1,7,4,5,0
CHATTISGARH,Korba,2020,0,0,47,0,0,44,44,0,5,87,13,19,0
CHATTISGARH,Koriya,2020,2,0,70,0,0,50,55,0,2,57,5,28,0
CHATTISGARH,Mahasamund,2020,0,0,47,0,0,45,45,0,3,31,8,8,0
CHATTISGARH,Mungali,2020,0,0,13,0,0,24,27,1,1,39,1,13,0
CHATTISGARH,Narayanpur,2020,0,0,7,0,0,5,5,0,0,6,0,2,0
CHATTISGARH,Raigarh,2020,1,0,161,0,0,0,0,0,6,112,22,54,0
CHATTISGARH,Raipur,2020,0,0,103,0,0,208,208,0,7,116,37,70,0
CHATTISGARH,Rajnandgaon,2020,0,0,41,0,0,0,3,0,7,113,15,36,0
CHATTISGARH,Sarguja,2020,1,0,96,0,0,56,56,0,1,47,8,26,0
CHATTISGARH,Sukma,2020,0,0,7,0,0,9,9,0,0,2,4,4,0
CHATTISGARH,Surajpur,2020,1,0,50,0,0,18,21,0,2,36,11,17,0
CHATTISGARH,Gaurela-Pendra-Marwari,2020,0,0,4,0,0,19,20,1,0,17,1,1,0
,TOTAL,2020,8,0,1210,0,0,1079,1341,12,71,1461,279,641,0
GOA,North Goa,2020,1,0,36,0,0,13,20,7,0,34,20,2,0
GOA,South Goa,2020,0,0,23,0,0,10,11,1,0,28,15,6,0
GOA,CID,2020,0,0,1,0,0,0,0,0,0,5,0,0,0
,TOTAL,2020,1,0,60,0,0,23,31,8,0,67,35,8,0
GUJARAT,Ahmedabad City,2020,1,0,77,0,0,48,58,7,0,167,1,836,0
GUJARAT,Ahmedabad Rural,2020,0,0,6,0,0,7,7,0,0,20,0,34,0
GUJARAT,Amreli,2020,0,0,13,0,0,1,17,0,1,27,2,105,0
GUJARAT,Anand,2020,1,0,14,0,0,1,1,0,0,26,1,66,0
GUJARAT,Arvalli,2020,0,0,6,0,0,0,33,0,0,23,1,74,0
GUJARAT,Banaskantha,2020,1,0,29,0,0,47,50,0,0,44,0,197,0
GUJARAT,Bharuch,2020,0,0,8,0,0,3,5,2,1,23,0,58,0
GUJARAT,Bhavnagar,2020,0,0,16,0,0,1,6,0,0,29,0,151,0
GUJARAT,Botad,2020,0,0,6,0,0,0,0,0,0,8,0,19,0
GUJARAT,Chhotaudepur,2020,0,0,13,0,0,0,9,0,0,8,1,8,0
GUJARAT,CID Crime,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,Dahod,2020,0,0,19,0,0,3,46,0,0,9,1,37,0
GUJARAT,Dang,2020,0,0,2,0,0,0,0,0,0,4,0,2,0
GUJARAT,Devbhumi Dwarka,2020,0,0,1,0,0,0,4,0,0,4,0,48,0
GUJARAT,Gandhinagar,2020,0,0,5,0,0,6,7,0,0,15,1,81,0
GUJARAT,Gir Somnath,2020,0,0,13,0,0,1,4,0,0,10,0,84,0
GUJARAT,Jamnagar,2020,0,0,12,0,0,0,26,1,1,9,0,39,0
GUJARAT,Junagadh,2020,0,0,10,0,0,0,48,0,0,48,0,167,0
GUJARAT,Kachchh East(G),2020,1,0,19,0,0,0,21,0,0,11,0,76,0
GUJARAT,Kachchh West(B),2020,0,0,13,0,0,8,25,0,0,21,0,51,0
GUJARAT,Kheda,2020,0,0,6,0,0,0,25,0,0,26,0,64,0
GUJARAT,Mahisagar,2020,0,0,1,0,0,7,8,0,0,9,0,27,0
GUJARAT,Mehsana,2020,0,0,10,0,0,3,4,1,0,13,0,63,0
GUJARAT,Morbi,2020,0,0,8,0,0,0,8,0,0,5,1,12,0
GUJARAT,Narmada,2020,0,0,3,0,0,0,3,0,0,8,0,11,0
GUJARAT,Navsari,2020,0,0,5,0,0,5,5,0,1,10,0,14,0
GUJARAT,Panchmahal,2020,0,0,7,0,0,1,1,0,0,22,0,50,0
GUJARAT,Patan,2020,0,0,20,0,0,11,16,1,0,34,0,71,0
GUJARAT,Porbandar,2020,0,0,3,0,0,0,7,0,0,7,0,26,0
GUJARAT,Rajkot City,2020,0,0,23,0,0,0,20,0,0,14,0,64,0
GUJARAT,Rajkot Rural,2020,0,0,17,0,0,1,18,3,0,24,0,122,0
GUJARAT,Sabarkantha,2020,2,0,8,0,0,0,0,0,0,4,0,75,0
GUJARAT,Surat City,2020,0,0,27,0,0,0,0,0,0,50,3,342,0
GUJARAT,Surat Rural,2020,0,0,6,0,0,14,20,0,1,13,1,17,0
GUJARAT,Surendranagar,2020,0,0,10,0,0,0,35,0,0,23,0,15,0
GUJARAT,Tapi,2020,0,0,3,0,0,0,0,0,0,3,0,4,0
GUJARAT,Vadodara City,2020,0,0,20,0,0,1,24,6,0,41,2,181,0
GUJARAT,Vadodara Rural,2020,0,0,15,0,0,4,24,0,0,20,2,42,0
GUJARAT,Valsad,2020,1,0,10,0,0,6,12,1,1,6,0,12,0
GUJARAT,W.Rly Ahmedabad,2020,0,0,0,0,0,0,0,0,0,3,0,0,0
GUJARAT,W.Rly Vadodara,2020,0,0,2,0,0,0,0,0,0,1,0,0,0
GUJARAT,Cyber Ahmedabad Range,2020,0,0,0,0,0,0,0,0,0,1,0,0,0
GUJARAT,Cyber Bhavnagar Range,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,Cyber Border Range,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,Cyber Gandhinagar Range,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,Cyber Junagadh Range,2020,0,0,0,0,0,0,0,0,0,3,0,0,0
GUJARAT,Cyber Panchmahal Range,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,Cyber Rajkot Range,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,Cyber Surat Range,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,Cyber Vadodara Range,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020,7,0,486,0,0,179,597,22,6,846,17,3345,0
HARYANA,Ambala,2020,0,0,49,0,0,0,94,25,6,56,4,258,0
HARYANA,Bhiwani,2020,0,0,43,0,0,0,53,14,14,164,4,178,0
HARYANA,Faridabad,2020,0,0,131,0,0,69,241,13,19,116,10,401,0
HARYANA,Fatehabad,2020,0,0,29,0,0,0,40,9,8,50,8,64,0
HARYANA,GRP,2020,0,0,0,0,0,0,0,0,1,2,0,0,0
HARYANA,Gurugram,2020,0,0,173,0,0,15,142,12,26,219,44,291,0
HARYANA,Hissar,2020,0,0,67,0,0,1,60,2,7,158,8,191,0
HARYANA,Jhajjar,2020,1,0,31,0,0,0,76,21,13,105,9,177,0
HARYANA,Jind,2020,0,0,43,0,0,0,73,7,6,63,2,138,0
HARYANA,Kaithal,2020,0,0,21,0,0,0,199,45,8,80,8,173,0
HARYANA,Karnal,2020,0,0,97,0,0,0,152,18,9,132,7,252,0
HARYANA,Kurukshetra,2020,0,0,51,0,0,0,117,33,7,116,8,285,0
HARYANA,Mahendergarh,2020,0,0,32,0,0,0,39,5,9,109,2,46,0
HARYANA,Nuh,2020,0,0,63,0,0,0,53,15,20,71,0,54,0
HARYANA,Palwal,2020,0,0,32,0,0,0,68,11,16,53,3,106,0
HARYANA,Panchkula,2020,0,0,36,0,0,0,29,0,3,47,0,95,0
HARYANA,Panipat,2020,0,0,67,0,0,3,259,117,12,108,9,261,0
HARYANA,Rewari,2020,0,0,54,0,0,7,63,7,12,105,16,204,0
HARYANA,Rohtak,2020,0,0,70,0,0,0,154,66,14,185,5,245,0
HARYANA,Sirsa,2020,0,0,66,0,0,0,106,5,5,82,9,153,0
HARYANA,Sonipat,2020,1,0,80,0,0,1,204,87,21,136,8,241,0
HARYANA,Yamunanagar,2020,0,0,102,0,0,0,161,58,9,118,9,243,0
HARYANA,Irrigation & Power,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,Charkhi Dadri,2020,0,0,18,0,0,0,14,2,3,24,9,22,0
HARYANA,Hansi,2020,0,0,18,0,0,0,26,5,3,40,1,41,0
,,2020,2,0,1373,0,0,96,2423,577,251,2339,183,4119,0
HIMACHAL PRADESH,Baddi,2020,0,0,18,0,0,11,16,1,1,24,1,14,0
HIMACHAL PRADESH,Bilaspur,2020,0,0,23,0,0,15,18,0,0,47,13,16,0
HIMACHAL PRADESH,Chamba,2020,4,0,22,0,0,0,16,0,0,39,5,8,0
HIMACHAL PRADESH,CID,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,GRP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Hamirpur,2020,0,0,6,0,0,0,11,0,0,38,11,15,0
HIMACHAL PRADESH,Kangra,2020,0,0,47,0,0,0,42,0,0,93,11,46,0
HIMACHAL PRADESH,Kinnaur,2020,0,0,5,0,0,4,6,0,0,6,1,2,0
HIMACHAL PRADESH,Kullu,2020,0,0,31,0,0,23,23,0,0,45,6,15,0
HIMACHAL PRADESH,Lahaul & Spiti,2020,0,0,2,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Mandi,2020,0,0,41,0,0,0,59,0,0,87,14,62,0
HIMACHAL PRADESH,Shimla,2020,0,0,54,0,0,3,50,0,0,68,18,32,0
HIMACHAL PRADESH,Sirmaur,2020,0,0,44,0,0,14,17,0,0,41,2,15,0
HIMACHAL PRADESH,Solan,2020,1,0,16,0,0,13,15,2,0,24,3,9,0
HIMACHAL PRADESH,Una,2020,3,0,22,0,0,3,8,0,0,26,3,25,0
HIMACHAL PRADESH,Cyber,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020,8,0,331,0,0,86,281,3,1,538,88,259,0
JHARKHAND,Bokaro,2020,0,0,70,0,0,96,224,32,19,25,0,61,0
JHARKHAND,Chaibasa,2020,0,0,47,0,0,2,18,2,2,30,0,17,0
JHARKHAND,Chatra,2020,0,0,30,0,0,0,35,0,13,24,0,6,0
JHARKHAND,Deoghar,2020,1,0,44,0,0,0,52,0,22,369,0,53,0
JHARKHAND,Dhanbad,2020,0,0,76,0,0,26,98,0,22,113,0,74,0
JHARKHAND,Dhanbad Railway,2020,0,0,0,0,0,0,0,0,0,2,0,0,0
JHARKHAND,Dumka,2020,0,0,29,0,0,7,27,0,10,72,0,21,0
JHARKHAND,Garhwa,2020,0,0,70,0,0,0,65,6,9,180,0,68,0
JHARKHAND,Giridih,2020,6,0,49,0,0,0,39,3,39,71,0,61,0
JHARKHAND,Godda,2020,1,0,45,0,0,0,15,0,10,30,0,42,0
JHARKHAND,Gumla,2020,0,0,91,0,0,11,20,0,2,5,0,17,0
JHARKHAND,Hazaribagh,2020,1,0,121,0,0,7,45,0,25,37,0,36,0
JHARKHAND,Jamshedpur,2020,0,0,104,0,0,11,90,0,11,62,0,80,0
JHARKHAND,Jamshedpur Railway,2020,0,0,0,0,0,0,0,0,0,2,0,0,0
JHARKHAND,Jamtara,2020,0,0,13,0,0,0,16,0,8,21,0,15,0
JHARKHAND,Khunti,2020,0,0,33,0,0,0,0,0,0,6,0,10,0
JHARKHAND,Koderma,2020,0,0,13,0,0,0,14,0,15,8,0,15,0
JHARKHAND,Latehar,2020,0,0,48,0,0,1,11,0,12,31,0,12,0
JHARKHAND,Lohardagga,2020,0,0,37,0,0,0,6,0,4,4,0,5,0
JHARKHAND,Pakur,2020,0,0,39,0,0,4,23,0,5,9,0,16,0
JHARKHAND,Palamu,2020,0,0,56,0,0,5,54,0,11,90,5,30,0
JHARKHAND,Ramgarh,2020,0,0,33,0,0,0,40,10,10,41,0,11,0
JHARKHAND,Ranchi,2020,0,0,157,0,0,0,58,2,16,81,0,117,0
JHARKHAND,Sahebganj,2020,0,0,72,0,0,0,28,0,4,27,0,68,0
JHARKHAND,Saraikela,2020,0,0,23,0,0,0,5,0,6,18,1,15,0
JHARKHAND,Simdega,2020,0,0,21,0,0,0,10,0,0,0,0,7,0
,,2020,9,0,1321,0,0,170,993,55,275,1358,6,857,0
KARNATAKA,Bagalkot,2020,0,0,10,0,0,1,7,1,4,139,2,31,0
KARNATAKA,Bengaluru City,2020,1,0,108,0,0,469,478,0,28,561,22,401,0
KARNATAKA,Bengaluru District,2020,0,0,14,0,0,0,7,3,7,128,3,86,0
KARNATAKA,Belagavi District,2020,0,0,31,0,0,5,10,2,2,231,0,93,0
KARNATAKA,Ballari,2020,0,0,29,0,0,7,11,0,9,152,0,87,0
KARNATAKA,Bidar,2020,0,0,5,0,0,6,9,0,8,77,4,61,0
KARNATAKA,Vijayapura,2020,1,0,2,0,0,8,15,7,3,134,2,90,0
KARNATAKA,Chikkaballapura,2020,0,0,20,0,0,39,39,0,6,60,0,26,0
KARNATAKA,Chamarajnagar,2020,0,0,15,0,0,2,2,0,4,138,1,17,0
KARNATAKA,Chikkamagaluru,2020,0,0,10,0,0,0,3,0,2,143,0,50,0
KARNATAKA,Chitradurga,2020,0,0,13,0,0,6,9,0,6,239,2,46,0
KARNATAKA,Dakshina Kannada,2020,0,0,6,0,0,1,1,0,0,45,4,18,0
KARNATAKA,Davanagere,2020,0,0,20,0,0,13,17,0,5,144,0,57,0
KARNATAKA,Dharwad,2020,0,0,4,0,0,0,0,0,1,18,0,13,0
KARNATAKA,Gadag,2020,0,0,5,0,0,0,17,0,0,35,1,18,0
KARNATAKA,Kalaburgi,2020,0,0,21,0,0,8,13,1,8,158,3,91,0
KARNATAKA,Hassan,2020,0,0,19,0,0,70,79,4,14,240,2,64,0
KARNATAKA,Haveri,2020,2,0,10,0,0,0,3,3,6,89,0,35,0
KARNATAKA,Hubballi Dharwad City,2020,2,0,5,0,0,13,14,1,1,24,0,62,0
KARNATAKA,K.G.F.,2020,0,0,3,0,0,0,0,0,0,24,0,6,0
KARNATAKA,Kodagu,2020,0,0,9,0,0,0,0,0,0,44,1,37,0
KARNATAKA,Kolar,2020,0,0,10,0,0,0,2,0,6,72,1,11,0
KARNATAKA,Koppal,2020,0,0,8,0,0,18,18,0,3,103,2,56,0
KARNATAKA,Mandya,2020,0,0,13,0,0,0,0,0,10,281,2,78,0
KARNATAKA,Mangaluru City,2020,0,0,15,0,0,5,7,2,0,55,3,15,0
KARNATAKA,Mysuru City,2020,0,0,16,0,0,1,1,0,6,71,3,37,0
KARNATAKA,Mysuru District,2020,0,0,11,0,0,2,2,0,10,217,0,46,0
KARNATAKA,Raichur,2020,0,0,12,0,0,17,25,7,1,161,0,85,0
KARNATAKA,K.Railways,2020,0,0,0,0,0,0,0,0,1,8,0,0,0
KARNATAKA,Ramanagara,2020,0,0,11,0,0,41,43,0,12,148,0,29,0
KARNATAKA,Shimoga,2020,0,0,8,0,0,51,52,0,6,250,1,63,0
KARNATAKA,Tumakuru,2020,0,0,8,0,0,0,2,0,4,167,2,47,0
KARNATAKA,Udupi,2020,0,0,11,0,0,9,9,0,1,70,4,32,0
KARNATAKA,Uttara Kannada,2020,0,0,5,0,0,1,2,0,1,124,2,27,0
KARNATAKA,Yadgiri,2020,0,0,12,0,0,4,4,0,1,142,0,42,0
KARNATAKA,Belagavi City,2020,0,0,2,0,0,10,14,1,0,25,0,47,0
KARNATAKA,Kalaburgi City,2020,1,0,3,0,0,6,8,0,0,34,3,51,0
,,2020,7,0,504,0,0,813,923,32,176,4751,70,2055,0
KERALA,Alapuzha,2020,0,0,32,0,0,0,11,0,1,268,23,96,0
KERALA,Ernakulam Commr.,2020,0,0,43,0,0,3,6,1,0,178,32,72,0
KERALA,Ernakulam Rural,2020,0,0,47,0,0,11,16,1,0,267,46,119,0
KERALA,Idukki,2020,0,0,27,0,0,2,3,0,1,202,28,55,0
KERALA,Kannur,2020,0,0,36,0,0,1,2,1,0,134,34,194,0
KERALA,Kasargod,2020,0,0,46,0,0,0,5,5,0,134,11,76,0
KERALA,Kollam Commr.,2020,0,0,24,0,0,4,8,0,0,170,21,163,0
KERALA,Kollam Rural,2020,0,0,28,0,0,0,13,0,0,246,29,137,0
KERALA,Kottayam,2020,0,0,26,0,0,6,8,0,0,163,13,77,0
KERALA,Kozhikode Commr.,2020,0,0,24,0,0,7,7,0,0,126,22,160,0
KERALA,Kozhikode Rural,2020,0,0,26,0,0,7,10,0,0,275,22,251,0
KERALA,Malappuram,2020,0,0,49,0,0,11,14,2,0,406,38,455,0
KERALA,Palakkad,2020,1,0,48,0,0,16,16,0,2,169,16,166,0
KERALA,Pathanamthitta,2020,0,0,30,0,0,2,2,0,0,179,20,57,0
KERALA,Railways,2020,0,0,0,0,0,0,0,0,0,11,4,0,0
KERALA,Thrissur Commr.,2020,0,0,28,0,0,0,6,0,0,132,30,154,0
KERALA,Thrissur Rural,2020,0,0,26,0,0,7,7,0,1,222,12,131,0
KERALA,Trivandrum Commr.,2020,0,0,24,0,0,0,3,3,0,142,18,66,0
KERALA,Trivandrum Rural,2020,0,0,44,0,0,4,9,1,1,371,16,203,0
KERALA,Wayanadu,2020,0,0,27,0,0,2,5,1,0,94,7,75,0
KERALA,Crime Branch,2020,0,0,2,0,0,0,0,0,0,1,0,0,0
,,2020,1,0,637,0,0,83,151,15,6,3890,442,2707,0
MADHYA PRADESH  ,Agar,2020,0,0,3,0,0,6,8,0,3,49,1,49,0
MADHYA PRADESH  ,Alirajpur,2020,0,0,29,0,0,48,78,0,0,15,2,11,0
MADHYA PRADESH  ,Anuppur,2020,1,0,46,0,0,70,78,0,6,60,1,70,0
MADHYA PRADESH  ,Ashok Nagar,2020,2,0,30,0,0,43,45,2,6,92,4,67,0
MADHYA PRADESH  ,Balaghat,2020,1,0,69,0,0,150,152,2,14,115,6,204,0
MADHYA PRADESH  ,Barwani,2020,0,0,35,0,0,0,0,0,4,83,3,54,0
MADHYA PRADESH  ,Betul,2020,1,0,48,0,0,0,156,0,16,85,2,49,0
MADHYA PRADESH  ,Bhind,2020,0,0,21,0,0,0,0,0,26,67,4,160,0
MADHYA PRADESH  ,Bhopal,2020,0,0,120,0,0,265,279,2,13,215,15,310,0
MADHYA PRADESH  ,Bhopal Railway,2020,0,0,4,0,0,1,2,0,1,3,2,1,0
MADHYA PRADESH  ,Burhanpur,2020,0,0,16,0,0,0,3,0,1,61,3,43,0
MADHYA PRADESH  ,Chhatarpur,2020,1,0,52,0,0,2,40,0,24,158,2,82,0
MADHYA PRADESH  ,Chhindwara,2020,3,0,53,0,0,124,124,0,22,81,0,68,0
MADHYA PRADESH  ,Damoh,2020,0,0,34,0,0,145,145,0,14,109,3,103,0
MADHYA PRADESH  ,Datia,2020,2,0,15,0,0,0,0,0,12,65,1,49,0
MADHYA PRADESH  ,Dewas,2020,0,0,30,0,0,92,96,0,9,138,11,154,0
MADHYA PRADESH  ,Dhar,2020,0,0,82,0,0,2,15,0,6,135,3,94,0
MADHYA PRADESH  ,Dindori,2020,0,0,32,0,0,0,3,0,3,49,1,85,0
MADHYA PRADESH  ,Guna,2020,1,0,65,0,0,86,105,16,3,182,2,111,0
MADHYA PRADESH  ,Gwalior,2020,0,0,162,0,0,139,153,2,24,287,6,564,0
MADHYA PRADESH  ,Harda,2020,0,0,27,0,0,2,2,0,0,59,1,38,0
MADHYA PRADESH  ,Hoshangabad,2020,0,0,53,0,0,86,92,1,13,127,5,115,0
MADHYA PRADESH  ,Indore,2020,3,0,147,0,0,398,424,0,28,285,14,455,0
MADHYA PRADESH  ,Indore Railway,2020,0,0,0,0,0,0,0,0,0,2,0,0,0
MADHYA PRADESH  ,Jabalpur,2020,0,0,116,0,0,269,270,0,19,221,6,201,0
MADHYA PRADESH  ,Jabalpur Railway,2020,0,0,1,0,0,1,1,0,1,4,0,0,0
MADHYA PRADESH  ,Jhabua,2020,0,0,16,0,0,67,73,1,0,21,2,11,0
MADHYA PRADESH  ,Katni,2020,1,0,24,0,0,98,98,0,10,60,4,59,0
MADHYA PRADESH  ,Khandwa,2020,0,0,28,0,0,90,90,0,11,128,1,45,0
MADHYA PRADESH  ,Khargone,2020,0,0,48,0,0,24,38,0,4,153,9,49,0
MADHYA PRADESH  ,Mandla,2020,1,0,21,0,0,104,116,0,2,30,1,49,0
MADHYA PRADESH  ,Mandsaur,2020,0,0,23,0,0,56,59,0,8,80,4,40,0
MADHYA PRADESH  ,Morena,2020,0,0,46,0,0,0,4,0,32,94,3,136,0
MADHYA PRADESH  ,Narsinghpur,2020,0,0,27,0,0,85,87,0,12,49,1,28,0
MADHYA PRADESH  ,Neemuch,2020,0,0,11,0,0,36,36,0,6,26,0,35,0
MADHYA PRADESH  ,Panna,2020,0,0,23,0,0,129,129,0,13,94,2,71,0
MADHYA PRADESH  ,Raisen,2020,0,0,51,0,0,94,94,0,16,89,3,96,0
MADHYA PRADESH  ,Rajgarh,2020,0,0,57,0,0,1,1,0,13,131,3,159,0
MADHYA PRADESH  ,Ratlam,2020,1,0,43,0,0,125,137,1,6,116,5,88,0
MADHYA PRADESH  ,Rewa,2020,0,0,49,0,0,218,226,0,32,121,6,152,0
MADHYA PRADESH  ,Sagar,2020,2,0,74,0,0,0,193,1,33,189,3,97,0
MADHYA PRADESH  ,Satna,2020,0,0,51,0,0,0,197,0,20,100,5,118,0
MADHYA PRADESH  ,Seoni,2020,0,0,36,0,0,0,137,0,4,68,3,117,0
MADHYA PRADESH  ,Shahdol,2020,1,0,44,0,0,99,112,0,10,82,1,150,0
MADHYA PRADESH  ,Shajapur,2020,0,0,33,0,0,29,31,0,7,91,2,60,0
MADHYA PRADESH  ,Sheopur,2020,0,0,13,0,0,22,24,0,6,35,1,40,0
MADHYA PRADESH  ,Shivpuri,2020,0,0,69,0,0,107,107,0,13,122,3,110,0
MADHYA PRADESH  ,Sidhi,2020,0,0,18,0,0,1,1,0,10,39,6,93,0
MADHYA PRADESH  ,Sehore,2020,0,0,49,0,0,0,65,0,5,144,8,75,0
MADHYA PRADESH  ,Singrauli,2020,2,0,38,0,0,70,84,0,12,50,3,103,0
MADHYA PRADESH  ,Tikamgarh,2020,0,0,24,0,0,38,77,0,26,77,2,32,0
MADHYA PRADESH  ,Ujjain,2020,0,0,65,0,0,141,151,1,8,236,9,194,0
MADHYA PRADESH  ,Umaria,2020,3,0,16,0,0,31,33,0,2,25,1,28,0
MADHYA PRADESH  ,Vidisha,2020,1,0,42,0,0,98,100,0,13,125,11,115,0
MADHYA PRADESH  ,Cyber Crime Cell,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH  ,Niwari,2020,0,0,10,0,0,0,11,0,6,56,0,53,0
,,2020,27,0,2339,0,0,3692,4782,29,608,5378,200,5540,0
MAHARASHTRA,Ahmednagar,2020,1,0,92,0,0,267,313,0,7,543,14,486,0
MAHARASHTRA,Akola,2020,0,0,28,0,0,45,56,0,7,245,5,261,0
MAHARASHTRA,Amravati Commr.,2020,0,0,53,0,0,46,63,8,0,235,3,72,0
MAHARASHTRA,Amravati Rural,2020,1,0,41,0,0,94,97,0,1,226,6,161,0
MAHARASHTRA,Aurangabad Commr.,2020,0,0,45,0,0,91,97,0,4,198,8,206,0
MAHARASHTRA,Aurangabad Rural,2020,1,0,34,0,0,0,4,0,9,131,3,121,0
MAHARASHTRA,Beed,2020,1,0,50,0,0,7,25,0,11,248,16,255,0
MAHARASHTRA,Bhandara,2020,1,0,15,0,0,60,63,0,1,88,12,38,0
MAHARASHTRA,Buldhana,2020,0,0,34,0,0,71,86,0,8,313,9,144,0
MAHARASHTRA,Chandrapur,2020,0,0,45,0,0,113,128,0,3,194,15,127,0
MAHARASHTRA,Dhule,2020,1,0,14,0,0,4,76,0,4,80,9,236,0
MAHARASHTRA,Gadchiroli,2020,1,0,17,0,0,28,28,0,0,55,1,21,0
MAHARASHTRA,Gondia,2020,0,0,18,0,0,36,38,0,2,57,4,11,0
MAHARASHTRA,Hingoli,2020,0,0,14,0,0,13,17,0,6,73,1,71,0
MAHARASHTRA,Jalgaon,2020,1,0,29,0,0,21,143,8,2,259,20,206,0
MAHARASHTRA,Jalna,2020,0,0,36,0,0,0,68,20,12,208,0,191,0
MAHARASHTRA,Kolhapur,2020,1,0,51,0,0,130,133,0,6,263,15,194,0
MAHARASHTRA,Latur,2020,0,0,25,0,0,74,86,0,7,138,0,131,0
MAHARASHTRA,Mumbai Commr.,2020,2,0,322,0,0,765,769,1,12,1507,455,501,0
MAHARASHTRA,Mumbai Railway,2020,0,0,1,0,0,1,1,0,0,46,4,0,0
MAHARASHTRA,Nagpur Commr.,2020,0,0,79,0,0,243,246,0,8,219,19,118,0
MAHARASHTRA,Nagpur Railway,2020,0,0,1,0,0,0,2,0,0,8,0,0,0
MAHARASHTRA,Nagpur Rural,2020,0,0,34,0,0,1,1,0,3,159,13,16,0
MAHARASHTRA,Nanded,2020,1,0,39,0,0,63,89,8,6,232,9,242,0
MAHARASHTRA,Nandurbar,2020,0,0,17,0,0,2,10,1,1,44,5,50,0
MAHARASHTRA,Nasik Commr.,2020,0,0,25,0,0,0,0,0,0,147,12,202,0
MAHARASHTRA,Nasik Rural,2020,1,0,34,0,0,197,237,0,7,237,8,324,0
MAHARASHTRA,Navi Mumbai,2020,0,0,57,0,0,146,146,0,1,158,25,94,0
MAHARASHTRA,Osmanabad,2020,0,0,20,0,0,50,76,2,6,123,2,67,0
MAHARASHTRA,Palghar,2020,0,0,30,0,0,0,0,0,0,83,7,22,0
MAHARASHTRA,Parbhani,2020,0,0,32,0,0,29,37,0,3,139,4,115,0
MAHARASHTRA,Pune Commr.,2020,0,0,59,0,0,254,255,0,6,192,32,245,0
MAHARASHTRA,Pune Railway,2020,0,0,1,0,0,0,0,0,0,1,0,0,0
MAHARASHTRA,Pune Rural,2020,0,0,81,0,0,271,281,0,4,493,26,227,0
MAHARASHTRA,Raigad,2020,2,0,18,0,0,56,56,0,0,77,7,34,0
MAHARASHTRA,Ratnagiri,2020,1,0,10,0,0,33,33,0,0,53,29,12,0
MAHARASHTRA,Sangli,2020,1,0,38,0,0,133,152,2,7,250,18,103,0
MAHARASHTRA,Satara,2020,0,0,49,0,0,141,150,1,4,275,15,168,0
MAHARASHTRA,Sindhudurg,2020,0,0,6,0,0,13,13,0,0,53,2,0,0
MAHARASHTRA,Solapur Commr.,2020,0,0,19,0,0,60,64,0,1,103,5,86,0
MAHARASHTRA,Solapur Rural,2020,0,0,74,0,0,133,136,0,2,346,4,136,0
MAHARASHTRA,Thane Commr.,2020,1,0,81,0,0,388,417,22,11,299,34,259,0
MAHARASHTRA,Thane Rural,2020,0,0,23,0,0,23,24,0,0,84,6,38,0
MAHARASHTRA,Wardha,2020,0,0,24,0,0,100,105,0,2,197,6,48,0
MAHARASHTRA,Washim,2020,0,0,24,0,0,0,10,0,12,163,1,181,0
MAHARASHTRA,Yavatmal,2020,1,0,43,0,0,104,115,0,6,187,16,231,0
MAHARASHTRA,Pimpri Chinchwad City,2020,0,0,92,0,0,54,58,0,5,250,21,185,0
